country,year,Pct. with social support network,Pct. without social support network,Avg life satisfaction (0-10),Pct. with low life satisfaction (?4),Life sat. gap (Top 20% vs Bot 20%),Avg 'direction in life' score (0-10),Household net disposable income per capita (USD PPP),Pct. having difficulty making ends meet,Employment rate (age 25-64),Gender wage gap,Long-term unemployment rate,Youth (15-24) NEET rate,Definition not found,Avg annual wages (full-time),Pct. low-earning workers (<2/3 median),Earnings gap (Top 10% vs Bot 10%),Housing cost overburden rate (>40% income),Definition not found,Definition not found,Life expectancy at birth,Pct. reporting good/very good health,Pct. reporting bad/very bad health,Avg annual concentration of PM2.5 (�g/m�),Pct. exposed to PM2.5 above WHO guideline,"Assault rate (per 100,000 pop.)"
Iceland,2022,90.16666667,9,,,,41.66666667,,,74.41756439,8.694318758,0.510263158,5.1727757,10.96,92240.416,,2.433643772,,,,83.4,,,96.61930058,1.548866091,
Iceland,2023,90.16666667,9,,,,41.66666667,,,76.53701782,,0.377612598,4.6829548,10.58,89721.349,,,,,,80.7,,,96.61930058,1.548866091,
Iceland,2024,90.16666667,9,,,,41.66666667,,,87.612,,0.434991528,,10.51,89946.906,,,,,,,,,96.61930058,1.548866091,80.78
Indonesia,2010,78.33333333,19.33333333,,,,16,,,73.868,,0.821167282,,26.2,,,,,,,66.6,,,72.09735816,24.47382183,
Indonesia,2011,89.71428571,15.33333333,,,,36.57142857,,,73.930084,,0.651524759,,19.73,,,,,,,66.8,,,79.53723636,20.03901083,
Indonesia,2012,89.71428571,15.33333333,,,,36.57142857,,,74.226013,,0.472971073,,19.6,,,,,,,67,,,79.53723636,20.03901083,
Indonesia,2013,89.71428571,15.33333333,,,,36.57142857,,,73.573471,,0.458247687,,17.04,,,,,,,71,,,79.53723636,20.03901083,
Indonesia,2014,89.71428571,13.66666667,,,,36.57142857,,,73.708832,,0.35433704,,18.28,,,,,,,67.4,,,79.53723636,16.02308949,69.58
Indonesia,2015,89.71428571,13.66666667,,,,36.57142857,,,73.092529,,0.504947789,,18.31,,,,,,,67.6,,,79.53723636,16.02308949,
Indonesia,2016,89.71428571,13.66666667,,,,36.57142857,,,72.3633194,,0.175444033,,20.18,,,,,,,67.8,,,79.53723636,16.02308949,
Indonesia,2017,89.71428571,26.33333333,,,,36.57142857,,,73.03806305,,0.160386525,,20.43,,,,,,,71.9,,,79.53723636,22.12560959,
Indonesia,2018,88.57142857,26.33333333,,,,34.42857143,,,74.1873703,,0.183078678,,,,,,,,,68.1,,,78.94255509,22.12560959,
Indonesia,2019,88.57142857,26.33333333,,,,34.42857143,,,74.77024841,,0.140172049,,,,,,,,,68.3,,,78.94255509,22.12560959,81.97
Indonesia,2020,88.57142857,26.33333333,,,,34.42857143,,,73.55871582,,0.721437922,,,,,,,,,66.6,,,78.94255509,20.48671781,
Indonesia,2021,88.57142857,26.33333333,,,,34.42857143,,,72.77077484,,1.185425555,,,,,,,,,69.4,,,78.94255509,20.48671781,
Indonesia,2022,88.57142857,26.33333333,,,,34.42857143,,,74.69048309,,,,,,,,,,,68.9,,,78.94255509,20.48671781,
Indonesia,2023,88.57142857,25.42857143,,,,34.42857143,,,,,,,,,,,,,,69,,,78.94255509,17.19297168,
Indonesia,2024,88.57142857,25.42857143,,,,34.42857143,,,,,,,,,,,,,,,,,78.94255509,17.19297168,82.39
Ireland,2010,72.33333333,26.33333333,,,,16,31746,33.3,66.54,14.34586466,7.219563785,18.661366,3.51,64335.697,17.71544715,3.63514338,81.89298683,57.5191,6.8,83.1,88,2.8,96.86665725,1.959141224,
Ireland,2011,72.57142857,15.66666667,,,,22.14285714,31096,32.1,65.616,,9.238294165,18.054987,3.79,63412.573,,,81.58849639,65.4253,6.8,83,88.1,2.8,95.7481026,2.952109315,69.9
Ireland,2012,72.57142857,15.66666667,,,,22.14285714,31150,34.2,65.652,,9.686659017,17.751419,3.96,62869.758,,,81.44270552,65.4427,8.4,83.1,88.1,3.2,95.7481026,2.952109315,
Ireland,2013,72.57142857,15.66666667,7.595641528,10.20363385,2.267801606,22.14285714,30359,36.8,67.451,,8.447550958,16.211721,3.93,61470.405,,,80.76263013,66.9965,10,83.1,86.8,3.4,95.7481026,2.952109315,
Ireland,2014,72.57142857,26.28571429,,,,22.14285714,30352,36.4,46.625233,10.60606061,7.043297867,14.804914,4.06,60949.836,17.02020202,3.60236432,80.11905624,79.549,8.9,83.5,87.9,3.6,95.7481026,4.604444525,
Ireland,2015,72.57142857,26.28571429,,,,22.14285714,31491,31.8,48.814857,,5.804487091,13.393236,4.58,60933.287,,,79.75364895,82.6867,9,83.4,86.4,3.9,95.7481026,4.604444525,
Ireland,2016,72.57142857,26.28571429,,,,22.14285714,32486,27.4,50.109047,,4.64848388,12.675678,4.66,61730.604,,,80.02973603,85.8141,5.9,83.6,85.9,3.4,95.7481026,4.604444525,91.05526
Ireland,2017,72.57142857,26.28571429,,,,22.14285714,33793,23.6,50.852608,,3.482645687,11.208483,5.1,62480.204,,,79.95532944,88.0405,4.4,84,86.6,3,95.7481026,5.977893162,
Ireland,2018,76.71428571,22.85714286,8.211712899,5.287304368,1.878782995,28.57142857,34391,20.9,52.373951,8.284023669,2.392382138,9.6018734,5.4,63347.332,14.90277778,3.727322108,79.25595127,88.0971,4.4,84.1,87.1,3.2,91.26333472,5.977893162,
Ireland,2019,76.71428571,22.85714286,,,,28.57142857,35781,18.5,53.333496,2.781468686,1.70395406,9.535881,5.67,64344.194,14.9,3.677147438,79.84328946,89.9366,5.1,84.7,86.5,2.9,91.26333472,5.977893162,
Ireland,2020,76.71428571,20.66666667,,,,28.57142857,37351,16.8,52.035358,5.227561357,1.202497802,9.3188,5.21,65332.968,15.4,4.05105956,81.1209543,91.8229,3.6,80.7,86.3,3.5,91.26333472,10.51508186,62.77
Ireland,2021,76.71428571,20.66666667,7.464695076,9.342286393,2.013588467,28.57142857,38063,15.4,51.772327,7.47080145,1.814503422,8.8198032,4.49,64711.861,15.6,4.497879344,80.63807579,93.3494,3.4,80.4,83.8,4.7,91.26333472,10.51508186,
Ireland,2022,76.71428571,20.66666667,7.632942117,3.164655209,1.889965166,28.57142857,37868,17.9,54.23849487,8.268871699,1.329137646,6.0973573,5.34,62339.33,13.60714071,3.841457643,79.02055116,,6.8,84.2,83.2,5.1,91.26333472,10.51508186,
Ireland,2023,76.71428571,22.85714286,7.8,4.52106973,1.8171132,28.57142857,38491,16.6,55.18255997,11.8086809,1.139655372,6.0973573,4.14,60608.14,12.46399963,3.424372129,79.60726456,,7.2,81.1,80.8,5,91.26333472,8.122104838,
Ireland,2024,76.71428571,22.85714286,7.7,4.382948178,1.845143722,28.57142857,,16.9,55.25078583,,0.891166518,6.455485821,3.86,60430.786,,,,,4.9,,63.3,5.4,91.26333472,8.122104838,59.7
Israel,2010,61.33333333,36.33333333,,,,38.66666667,,,71.871,20.39157739,1.787907335,30.469543,18.92,46050.491,21.43336842,4.748005982,,,,83.6,81.1,18.9,87.70547027,12.86518342,
Israel,2011,68.71428571,27.66666667,,,,35.85714286,,,72.862,19.65966691,1.350234913,30.829447,17.58,46450.323,22.45438091,4.779368213,,,,83.5,81.5,18.5,87.50905859,10.85714625,
Israel,2012,68.71428571,27.66666667,,,,35.85714286,,,74.037,20,0.848740878,14.650268,18.77,43666.356,21.82959685,5.168358914,,,,83.6,83.5,16.5,87.50905859,10.85714625,
Israel,2013,68.71428571,27.66666667,,,,35.85714286,,,74.518,20.34590182,0.696482543,13.502465,16.03,43789.931,22.21455225,4.840027076,,,,83.9,80,20,87.50905859,10.85714625,67.77
Israel,2014,68.71428571,33.66666667,,,,35.85714286,,,48.639103,20.1081412,0.532459611,13.094334,14.74,44091.88,23.46501256,5.104873119,,,,84.1,84.3,15.5,87.50905859,11.64996589,
Israel,2015,68.71428571,33.66666667,,,,35.85714286,,,48.584198,20.43918919,0.508742484,13.59613,14.94,45519.095,23.79281649,5.100665379,,,,84.1,83.9,16,87.50905859,11.64996589,91.74311829
Israel,2016,68.71428571,33.66666667,,,,35.85714286,,,48.119892,21.59333204,0.531498327,12.542287,14.85,47392.896,23.13724468,4.756674757,,,,84.2,83.6,16.1,87.50905859,11.64996589,
Israel,2017,68.71428571,26.66666667,,,,35.85714286,,,52.498909,21.79178994,0.395061268,12.169596,15.45,48888.35,22.62698261,4.861710475,,,,84.6,74.1,10.9,87.50905859,7.989943837,
Israel,2018,75.42857143,26.66666667,,,,33.42857143,,,50.764744,22.65919243,0.224169209,12.73777,16.26,50463.154,22.40825743,4.715902765,,,,84.8,73.9,10.8,92.87693513,7.989943837,
Israel,2019,75.42857143,26.66666667,,,,33.42857143,,,51.084827,24.31886983,0.177015918,12.881015,15.45,51594.618,21.25818194,4.591042048,,,,84.7,76.3,10.6,92.87693513,7.989943837,69.83
Israel,2020,75.42857143,23.66666667,,,,33.42857143,,,48.844524,21.55833333,0.181695756,13.112404,14.12,51659.105,25.13815889,4.84877193,,,,84.8,78.3,8.6,92.87693513,6.646975398,71.52
Israel,2021,75.42857143,23.66666667,8.143725,0.0464,1.754385965,33.42857143,,,47.867004,25.35751381,0.383317406,16.224499,14.07,54409.394,23.3884787,4.6309375,,,,84.6,73.8,10.9,92.87693513,6.646975398,67.44
Israel,2022,75.42857143,23.66666667,,,,33.42857143,,,52.47548294,20.84615385,0.263552456,12.959865,14.64,54890.211,23.38437971,4.626313276,,,,84.8,73.4,11.1,92.87693513,6.646975398,70.63
Israel,2023,75.42857143,24.14285714,,,,33.42857143,,,55.28748322,,0.181530532,13.171054,13.53,54854.049,,,,,,81.7,75.8,9.1,92.87693513,5.678269544,
Israel,2024,75.42857143,24.14285714,,,,33.42857143,,,87.78710938,,0.184104485,15.06804562,11.22,54736.243,,,,,,,,,92.87693513,5.678269544,
Italy,2010,45.33333333,45.33333333,,,,18.66666667,38619,37.7,63.367,5.640535373,4.090779391,19.963196,4.6,54924.154,8.144927536,2.642909625,77.92240839,48.8642,11.6,84.7,80,7.6,90.76999246,11.78875207,
Italy,2011,55.42857143,23.33333333,,,,33.14285714,38186,38,63.583,,4.374326044,20.136906,4.02,54047.93,,,77.79404652,51.6696,17.8,84.8,79.3,10.9,91.07790988,10.61131916,
Italy,2012,55.42857143,23.33333333,,,,33.14285714,36070,40.1,63.543,,5.700089342,22.118876,3.7,52332.384,,,76.85392836,55.07,21.3,84.8,82.4,10.7,91.07790988,10.61131916,
Italy,2013,55.42857143,23.33333333,7.21561284,15.18800163,2.510838685,33.14285714,35696,41.5,62.635,,6.974736092,22.908495,3.66,52503.553,,,76.66758175,67.8282,18.8,85.2,79.5,10.7,91.07790988,10.61131916,75.19
Italy,2014,55.42857143,46.33333333,,,,33.14285714,35925,40.2,49.566059,6.584723442,7.869449223,23.546589,3.83,52707.893,4.64957265,2.593648736,76.93934068,71.0569,18,85.6,80.7,10.3,91.07790988,8.667431372,
Italy,2015,55.42857143,46.33333333,,,,33.14285714,36393,37.9,50.188339,,7.070136846,23.05364,3.96,53164.084,,,76.74921363,74.2845,17,84.9,78.4,10.5,91.07790988,8.667431372,
Italy,2016,55.42857143,46.33333333,,,,33.14285714,36745,33.3,51.179424,,6.883853196,21.099983,3.92,53589.312,,,76.94254839,77.1387,16.1,85.6,81.8,6.1,91.07790988,8.667431372,
Italy,2017,55.42857143,29.33333333,,,,33.14285714,37142,28.1,51.803944,,6.658049369,20.306906,4.12,53246.292,,,77.10742258,79.464,15.2,85.2,87.8,4.6,91.07790988,10.28909042,
Italy,2018,73.28571429,29.33333333,7.3470421,12.74154398,2.166479208,36.28571429,37333,30.3,52.455048,5.708061002,6.283046572,19.678982,4.12,53306.5,3.711711712,2.573125,77.06776632,82.8034,14.1,85.6,84.5,5.5,88.71759692,10.28909042,79.686995
Italy,2019,73.28571429,29.33333333,,,,36.28571429,37341,22.9,52.691494,5.553895411,5.694097084,19.714653,3.81,53572.199,3.3,2.6374375,77.00883001,83.722,11.1,85.7,82.4,5.7,88.71759692,10.28909042,
Italy,2020,73.28571429,26.14285714,,,,36.28571429,36594,23.8,50.907883,4.768122657,4.92950908,19.114475,3.29,51015.812,3.6,2.7018125,77.17065806,86.7515,8.3,84.5,,,88.71759692,10.88558553,
Italy,2021,73.28571429,26.14285714,6.855443509,9.676153552,2.027172674,36.28571429,38091,24.3,51.408981,2.452193476,5.512736021,21.426189,4.36,53317.266,4.3,3.094779711,77.2684201,88.4877,8.1,84.9,83,7.1,88.71759692,10.88558553,
Italy,2022,73.28571429,26.14285714,7.314495451,5.608316294,1.764785554,36.28571429,38090,22.3,53.304855,3.288573384,4.710969543,20.248281,3.83,51949.802,3.485053506,2.619221411,76.40607899,,8.8,84.8,81.1,5.5,88.71759692,10.88558553,63.79
Italy,2023,73.28571429,26.14285714,7.612128939,2.071444968,1.785646241,36.28571429,38302,18.7,54.09132385,4.142114255,4.274402442,13.877005,3.86,50514.489,3.296037985,2.328565225,77.43189322,,9.5,81.4,82.5,5.2,88.71759692,12.75381197,
Italy,2024,73.28571429,26.14285714,7.39690361,2.743701046,1.830192366,36.28571429,38696,18.7,84.67089844,,3.339543369,12.92082882,2.98,51018.982,,,,,8.6,,62.8,4.8,88.71759692,12.75381197,
Japan,2010,58.66666667,39.33333333,,,,13.66666667,31591,,75.915,28.68430093,1.990111801,8.3876295,,49375.434,14.48077691,2.959476309,77.79312362,63.4,,86.3,32.65,12,89.47889394,14.13416585,57.49
Japan,2011,75.85714286,15.66666667,,,,25.42857143,31747,,76.046,27.39536493,1.873051095,8.3214922,,49616.592,14.40317793,2.973175296,77.89453806,65.11444304,,85.9,,,90.79954668,10.6040814,
Japan,2012,75.85714286,15.66666667,,,,25.42857143,32200,,76.388,26.52354571,1.75433813,7.895412,,49644.884,14.29382257,2.986292835,77.75213156,,,86.4,,,90.79954668,10.6040814,59.32
Japan,2013,75.85714286,15.66666667,,,,25.42857143,32414,,77.544,26.58757851,1.752918288,7.3941455,,49936.622,14.22755965,2.956901936,77.40900052,,,86.6,32.2,13.3,90.79954668,10.6040814,74.69789124
Japan,2014,75.85714286,33.66666667,,,,25.42857143,32006,,78.66,25.87099,1.414681223,6.7143769,,49496.878,13.90817339,2.944751381,77.29075879,,,86.8,,,90.79954668,12.79440023,52.66
Japan,2015,75.85714286,33.66666667,,,,25.42857143,32399,,79.408,25.73179033,1.249738318,,,49205.864,13.4636704,2.939156627,78.08828643,,,87,,,90.79954668,12.79440023,
Japan,2016,75.85714286,33.66666667,,,,25.42857143,32907,,80.418,24.60128945,1.29323,6.7443795,,49740.502,12.65480182,2.846017699,78.61162226,,,87.1,31.4,13,90.79954668,12.79440023,55.13
Japan,2017,75.85714286,14.33333333,,,,25.42857143,33187,,81.532,24.51809266,1.083333333,6.5778518,,49777.928,12.32260569,2.832648268,78.63417501,,,87.3,,,90.79954668,15.29624462,53.68
Japan,2018,77.71428571,14.33333333,,,,26.14285714,33449,,82.791,23.53736896,0.820863905,5.2412643,,50604.706,12.11539694,2.817811409,78.7648986,,,87.3,,,87.24549761,15.29624462,
Japan,2019,77.71428571,14.33333333,5.99,24.71,3.972340904,26.14285714,33956,,83.463,23.48001344,0.794534162,5.6856189,,51098.125,11.78712795,2.784606548,79.23910196,,,87.4,31.9,12.5,87.24549761,15.29624462,49.42
Japan,2020,77.71428571,27.33333333,6.04,23.95,3.814424294,26.14285714,35311,,83.261,22.51856854,0.829772487,,,50712.225,10.88446642,2.744172826,79.91397411,,,87.7,,,87.24549761,13.87239099,
Japan,2021,77.71428571,27.33333333,5.96,25.58,3.873752712,26.14285714,34665,,83.62,22.11376641,1.06340107,6.4047823,,51137.748,10.66099698,2.700056275,79.26848231,,,87.6,,,87.24549761,13.87239099,55.97
Japan,2022,77.71428571,27.33333333,5.95,25.06,4.034665489,26.14285714,34582,,84.372,21.34794157,0.976,6.1685491,,50458.369,10.29533388,2.668319559,78.9997153,,,87.1,32.5,12.9,87.24549761,13.87239099,52.27
Japan,2023,77.71428571,23.71428571,5.99,24.79,4.030090051,26.14285714,34068,,84.754,22.04213938,0.911664706,5.9895835,,49173.069,10.39826316,2.658405172,79.07861661,,,81.1,,,87.24549761,19.46506706,
Japan,2024,77.71428571,23.71428571,4.91,23.3,3.889778714,26.14285714,,,85.145,20.65045785,0.800787356,,,49445.911,10.47000846,2.67101147,,,,,,,87.24549761,19.46506706,53.84
Korea,2010,70.33333333,47.66666667,,,,26.33333333,24217,,71.581,39.60585734,0.011907181,,,43026.011,24.70947978,4.765803519,83.26380521,96.83910415,,83.6,48.8,12.2,78.1940095,22.18423122,
Korea,2011,61.57142857,36.42857143,,,,34.71428571,24611,,72.215,36.5642295,0.013714319,,,43590.135,23.79823821,4.795158287,83.33873627,97.23167946,,84,,,80.12254105,22.22932204,
Korea,2012,61.57142857,36.42857143,,,,34.71428571,25100,,65.353065,36.29852997,0.009946725,,,42949.364,23.90963291,4.626663709,83.31455271,97.34970774,,84.2,46,13.1,80.12254105,22.22932204,75.84
Korea,2013,61.57142857,36.42857143,5.5,20.3,2.931034483,34.71428571,25886,,65.500572,36.59963437,0.012742207,,,44034.29,24.65604743,4.703030303,83.36869273,98.14339821,,84.6,,,80.12254105,22.22932204,
Korea,2014,61.57142857,37.33333333,5.7,19.3,2.59375,34.71428571,26798,,66.36348,36.65317614,0.008082774,,,44125.622,23.7,4.787368552,83.67753398,98.48694292,,85,48.6,12.7,80.12254105,25.00589351,
Korea,2015,61.57142857,37.33333333,5.8,17.4,2.575757576,34.71428571,28164,,65.891991,37.17628175,0.013622719,,,45352.307,23.5,4.5886,84.31600206,98.78346936,,85.2,,,80.12254105,25.00589351,
Korea,2016,61.57142857,37.33333333,5.9,15.8,2.4,34.71428571,28569,,65.544815,36.66666667,0.035362925,,,46681.35,23.5,4.501911975,84.24612536,99.1944483,,85.4,46.4,12.4,80.12254105,25.00589351,62.35489
Korea,2017,61.57142857,33.33333333,6,12.3,2.184210526,34.71428571,28808,,65.798889,34.61738256,0.049292623,,,47779.484,22.3,4.302380714,84.19784896,99.50465037,,85.7,,,80.12254105,21.46812938,77.2
Korea,2018,77.85714286,33.33333333,6,12.2,2.210526316,32.14285714,29656,,64.728958,34.10731095,0.053510204,,,49425.225,19.04356862,3.925527708,84.27653138,99.47817968,,85.7,48.3,12.5,84.90031168,21.46812938,
Korea,2019,77.85714286,33.33333333,5.9,13.7,2.210526316,32.14285714,30801,,63.626556,32.48044472,0.034920365,,,51122.939,16.96204324,3.628298499,84.65113406,99.68928795,,86.3,,,84.90031168,21.46812938,
Korea,2020,77.85714286,11.66666667,5.5,13.2,2.025,32.14285714,31656,,61.423512,31.48475223,0.024500135,,,52298.597,15.96146924,3.597453889,84.61074362,99.74851416,,86.5,50,11.4,84.90031168,23.06648712,
Korea,2021,77.85714286,11.66666667,5.8,8.5,1.860465116,32.14285714,32197,,61.157108,31.06483944,0.044577294,,,52412.095,15.63202257,3.607471576,84.7431137,99.93245023,,86.6,,,84.90031168,23.06648712,
Korea,2022,77.85714286,11.66666667,6.1,6.7,1.844444444,32.14285714,32644,,62.46123505,31.24208428,0.029943797,,,50671.795,16.93948224,3.653846154,85.01212935,99.96077758,,85.6,53,10.2,84.90031168,23.06648712,77.08
Korea,2023,77.85714286,19.71428571,,,,32.14285714,,,61.77796936,29.3008641,0.024646999,,,50313.68,16.24193979,3.683993564,84.83169809,99.965872,,86.4,,,84.90031168,22.48140473,
Korea,2024,77.85714286,19.71428571,,,,32.14285714,,,80.17347717,28.95367823,0.019103825,,,50946.72,16.08395867,3.601468095,,99.97082276,,,34.8,9.3,84.90031168,22.48140473,
Latvia,2010,58.5,50,,,,16.5,16465,56,47.062054,19.05564924,8.914793544,19.46158,2.5,25768.008,22,4.476923077,81.60382514,52.5646,19.1,78,46.5,14.5,82.62093979,16.32116563,64.72
Latvia,2011,51.85714286,46.33333333,,,,38.42857143,16111,57,48.480335,,9.005468239,15.298793,2.28,24870.688,,,81.15125099,59.3778,22.5,78.8,44.6,14.6,85.40951017,15.22886669,59.49
Latvia,2012,51.85714286,46.33333333,,,,38.42857143,16972,52.1,51.792015,,7.988943284,14.714539,2.56,25876.373,,,80.62317988,67.2844,19.9,78.9,44.5,12.8,85.40951017,15.22886669,
Latvia,2013,51.85714286,46.33333333,6.335917371,17.1421213,2.544085452,38.42857143,17592,54.4,50.888634,,5.88099406,11.593665,2.28,27119.293,,,80.84375353,70.1288,21.1,78.9,43.1,13.6,85.40951017,15.22886669,
Latvia,2014,51.85714286,36.66666667,,,,38.42857143,18414,49,54.105034,21.12299465,4.838238125,11.342143,2.45,28938.041,21.66666667,4,80.84901792,73.0891,16.8,79.4,42.4,14.1,85.40951017,11.64801419,58.8
Latvia,2015,51.85714286,36.66666667,,,,38.42857143,19540,42.7,56.425018,,4.575153666,9.0240812,2.35,31375.186,,,81.69317978,74.3762,14.5,79.5,42.4,13.1,85.40951017,11.64801419,
Latvia,2016,51.85714286,36.66666667,,,,38.42857143,20597,39.3,58.827591,,4.116813574,11.901421,2.28,33233.557,,,82.15363132,75.0844,10.6,79.6,43.3,13,85.40951017,11.64801419,
Latvia,2017,51.85714286,36.33333333,,,,38.42857143,21521,40.5,61.445526,,3.35880968,11.974056,1.75,34420.115,,,82.87620664,76.4973,9.7,79.7,39.9,14,85.40951017,9.038352508,
Latvia,2018,71.28571429,36.33333333,6.29701011,17.85882088,2.32991772,31.28571429,22630,32.1,61.97654,20.28985507,3.15876977,8.5120964,1.72,35685.662,21.93333333,4.079591837,83.18462473,78.7898,7.5,79.7,41.6,13,90.91602423,9.038352508,54.58
Latvia,2019,71.28571429,36.33333333,,,,31.28571429,22975,25,64.924088,19.76366589,2.474262526,8.1775236,1.39,37147.565,22.1,4.087742176,83.57930227,83.3023,8,80.1,41,12.9,90.91602423,9.038352508,
Latvia,2020,71.28571429,28.33333333,,,,31.28571429,23160,24.2,64.772354,22.70890044,2.29515649,9.4070539,1.65,38610.604,21.9,4.067210837,83.40524047,87.5546,6,80,43.2,11.8,90.91602423,7.40355186,
Latvia,2021,71.28571429,28.33333333,6.530736567,10.68130744,2.139638727,31.28571429,24263,20.1,61.950157,23.95133897,2.377046241,10.87,0.87,40614.793,22.8,4.508151231,83.07347412,89.4787,4.9,78,43.4,11.4,90.91602423,7.40355186,
Latvia,2022,71.28571429,28.33333333,6.665437272,11.91769739,2.13074322,31.28571429,23391,23.9,63.840969,24.91472638,2.050373596,8.4470682,0.78,40273.132,14.87304188,4.100813008,81.85077962,,7.1,79.4,44.1,11.9,90.91602423,7.40355186,59.43
Latvia,2023,71.28571429,26.14285714,6.65666894,10.86558284,2.173413545,31.28571429,24637,24,65.0954895,18.41202829,1.868898462,9.6661644,0.69,42274.951,14.08428546,4.371896266,83.76307614,,6.6,70.5,39.5,13.4,90.91602423,6.511609163,
Latvia,2024,71.28571429,26.14285714,7.313571479,7.577333752,2.041109516,31.28571429,,23.3,87.9996109,,2.338963782,7.771449089,0.49,45566.516,,,,,4.9,,41.2,13.5,90.91602423,6.511609163,
Lithuania,2010,30.33333333,60.33333333,,,,24.66666667,20088,37.7,68.368,10.64257028,7.528925136,14.017818,0.67,31758.434,23.93333333,4.306382979,,53.5681,25.2,78.9,49.7,15.5,82.60313675,8.740004783,
Lithuania,2011,42.42857143,41.66666667,,,,38.71428571,20489,35.9,71.126,,8.164051169,,0.52,32420.53,,,,55.6535,36.2,79.3,42.5,16.2,86.45664156,7.462962045,
Lithuania,2012,42.42857143,41.66666667,,,,38.71428571,20649,37.5,72.481,,6.708245367,,0.41,32964.183,,,,59.6024,34.1,79.6,43.4,16.5,86.45664156,7.462962045,
Lithuania,2013,42.42857143,41.66666667,6.37609314,16.15667913,2.651098007,38.71428571,21773,32.9,73.556,,5.1443358,,0.26,34226.743,,,,64.0958,29.2,79.6,42.7,14.7,86.45664156,7.462962045,
Lithuania,2014,42.42857143,45.66666667,,,,38.71428571,22408,29.4,48.12862,12.47974068,4.875840306,10.189408,0.62,35812.86,19.95833333,3.78369906,,65.3717,26.5,80.1,40,14.2,86.45664156,7.188141852,52.23
Lithuania,2015,42.42857143,45.66666667,,,,38.71428571,23548,28.9,50.018356,,3.996833335,10.825675,0.75,38092.31,,,,67.328,31.1,79.7,37.1,13.5,86.45664156,7.188141852,
Lithuania,2016,42.42857143,45.66666667,,,,38.71428571,25212,29.6,49.252579,,3.089883907,9.0652514,0.68,39942.09,,,,71.0244,29.3,80.1,37.8,13.7,86.45664156,7.188141852,54.23415
Lithuania,2017,42.42857143,27.66666667,,,,38.71428571,24883,28.2,52.07909,,2.741720891,9.7945995,0.74,42212.131,,,,74.6719,28.9,80.5,37,11.7,86.45664156,7.287811164,
Lithuania,2018,62.14285714,27.66666667,6.035463474,20.64170303,3.230219362,33.42857143,26170,23.4,55.125961,11.68981482,2.042318277,9.0035563,0.56,44113.004,21.63333333,3.5404814,,77.8948,27.9,80.7,36.7,12.2,87.02636169,7.287811164,
Lithuania,2019,62.14285714,27.66666667,,,,33.42857143,27911,19,55.206459,14.07845245,1.98332382,9.1115379,0.6,47083.642,20.7,3.164626107,,81.3552,26.7,81.2,39.8,11.6,87.02636169,7.287811164,57.37
Lithuania,2020,62.14285714,29.33333333,,,,33.42857143,29652,15.1,54.489285,9.330032493,2.553981804,10.471503,0.97,49473.525,21.7,3.337589237,82.3366329,81.8329,23.1,70.2,35.9,11.8,87.02636169,6.331446662,
Lithuania,2021,62.14285714,29.33333333,6.307208278,17.53814809,2.45609431,33.42857143,31208,12.9,57.802979,9.022086401,2.712414523,11.594427,0.76,52684.642,21.7,3.510767247,82.20292013,85.9495,22.5,78.8,38.5,10.8,87.02636169,6.331446662,
Lithuania,2022,62.14285714,29.33333333,6.570957915,15.74571751,2.298529154,33.42857143,29943,12.6,54.934464,10.34326718,2.412194499,11.534064,0.81,49495.171,20.36967938,3.519585254,80.97046843,,17.5,80.1,37.9,10.5,87.02636169,6.331446662,
Lithuania,2023,62.14285714,19.85714286,6.794765979,9.95319945,2.214495351,33.42857143,29962,13.4,56.57112885,,2.366252429,15.64885,0.92,50193.51,19.87594588,3.322461902,81.98423772,,20,72.9,27.2,11.2,87.02636169,3.654253302,
Lithuania,2024,62.14285714,19.85714286,6.921765298,12.32936027,2.226602869,33.42857143,,11.4,74.61231232,,2.412367974,14.92557716,1.17,52897.636,,,,,18,,32.2,14.2,87.02636169,3.654253302,59.95
Luxembourg,2010,88.5,33,,,,21.5,50466,8.3,74.222,4.592164419,1.3270882,6.884923,3.71,81739.542,14.67901235,3.354787234,77.77064171,70.3294,0.5,83.5,79.4,7.5,93.75610527,5.688625008,
Luxembourg,2011,67.42857143,33.66666667,,,,32.71428571,50270,9.3,73.75,,1.421762086,5.3788838,2.62,82194.267,,,77.85025488,67.7389,0.9,83.6,77.5,7.1,90.12664351,8.201288577,
Luxembourg,2012,67.42857143,33.66666667,,,,32.71428571,50599,10.2,74.96,,1.572174015,6.5756407,3.18,81359.539,,,77.98394485,67.8661,0.6,83.8,76.9,6.4,90.12664351,8.201288577,
Luxembourg,2013,67.42857143,33.66666667,7.552547261,8.622326389,2.067115957,32.71428571,51775,13.4,74.648,,1.79509888,5.7979479,3.47,82342.673,,,78.57999246,69.8795,1.6,83.9,73.8,7.1,90.12664351,8.201288577,91.15
Luxembourg,2014,67.42857143,31.66666667,,,,32.71428571,51786,11.9,60.885242,3.402916786,1.631873068,5.6628036,3.27,83690.422,10.57142857,3.146672504,78.33144393,92.6849,0.6,85.2,75.7,7.6,90.12664351,6.733633286,
Luxembourg,2015,67.42857143,31.66666667,,,,32.71428571,51112,12.4,62.254662,2.961797943,1.943704718,6.0624065,3.72,84159.079,,,78.4550635,95.1005,0.9,84.7,72.8,7.8,90.12664351,6.733633286,
